Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE332,    31.3536,   -47.99,    35.7852,  -168.29,    35.4827,    71.84,          0,     0.00,    4.35154,   133.54,    31.3536,   132.01,    35.7852,    11.71,    35.4827,  -108.16,          0,     0.00,    4.35154,   -46.46
Line.LINE333,    4.45966,   -48.06, 3.14753E-010,  -161.34, 8.48897E-010,   -96.15,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 3.14753E-010,    18.66, 8.48897E-010,    83.85,          0,     0.00,    4.45966,   131.94
Line.LINE334, 1.8143E-011,   -58.45, 8.21623E-012,   -24.53,    4.42809,    71.84,          0,     0.00,    4.42809,    71.84, 1.8143E-011,   121.55, 8.21623E-012,   155.47,    4.42809,  -108.16,          0,     0.00,    4.42809,  -108.16
Line.LINE335,    8.93403,   -48.04, 2.01863E-010,     9.20, 8.29477E-010,   -90.38,          0,     0.00,    8.93403,   -48.04,    8.93403,   131.96, 2.01863E-010,  -170.80, 8.29477E-010,    89.62,          0,     0.00,    8.93403,   131.96
Line.LINE336, 1.20658E-012,  -122.01, 1.33034E-011,   174.61,    4.42826,    71.85,          0,     0.00,    4.42826,    71.85, 1.20658E-012,    57.99, 1.33034E-011,    -5.39,    4.42826,  -108.15,          0,     0.00,    4.42826,  -108.15
Line.LINE337, 1.23037E-009,   -29.80,    4.45979,  -168.31, 9.2838E-010,    87.78,          0,     0.00,    4.45979,  -168.31, 1.23037E-009,   150.20,    4.45979,    11.69, 9.2838E-010,   -92.22,          0,     0.00,    4.45979,    11.69
Line.LINE338,    22.4231,   -47.94,    13.4231,  -168.34,    4.42602,    71.85,          0,     0.00,    15.4992,   -77.88,    22.4231,   132.06,    13.4231,    11.66,    4.42602,  -108.15,          0,     0.00,    15.4992,   102.12
Line.LINE339,    31.3536,   -47.99,    35.7852,  -168.29,    35.4827,    71.84,          0,     0.00,    4.35154,   133.54,    31.3536,   132.01,    35.7852,    11.71,    35.4827,  -108.16,          0,     0.00,    4.35154,   -46.46
Line.LINE340,    4.45966,   -48.06, 2.68781E-010,  -152.60, 7.03928E-010,   -97.13,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 2.68781E-010,    27.40, 7.03928E-010,    82.87,          0,     0.00,    4.45966,   131.94
Line.LINE341, 5.12545E-012,   -93.50, 4.68407E-012,  -142.64,    4.42809,    71.84,          0,     0.00,    4.42809,    71.84, 5.12545E-012,    86.50, 4.68407E-012,    37.36,    4.42809,  -108.16,          0,     0.00,    4.42809,  -108.16
Line.LINE342,    4.46686,   -48.04, 8.13641E-012,   119.97, 5.82077E-011,   -90.00,          0,     0.00,    4.46686,   -48.04,    4.46686,   131.96, 8.13641E-012,   -60.03, 5.82077E-011,    90.00,          0,     0.00,    4.46686,   131.96
Line.LINE343,    4.46718,   -48.04, 1.75534E-010,    -3.27, 7.27632E-010,   -90.57,          0,     0.00,    4.46718,   -48.04,    4.46718,   131.96, 1.75534E-010,   176.73, 7.27632E-010,    89.43,          0,     0.00,    4.46718,   131.96
Line.LINE344, 1.22965E-009,   -30.17,    4.45979,  -168.31, 9.5381E-010,    87.87,          0,     0.00,    4.45979,  -168.31, 1.22965E-009,   149.83,    4.45979,    11.69, 9.5381E-010,   -92.13,          0,     0.00,    4.45979,    11.69
Line.LINE345,    22.4231,   -47.94,    13.4231,  -168.34,    4.42602,    71.85,          0,     0.00,    15.4992,   -77.88,    22.4231,   132.06,    13.4231,    11.66,    4.42602,  -108.15,          0,     0.00,    15.4992,   102.12
Line.LINE346,    31.3536,   -47.99,    35.7852,  -168.29,    35.4827,    71.84,          0,     0.00,    4.35154,   133.54,    31.3536,   132.01,    35.7852,    11.71,    35.4827,  -108.16,          0,     0.00,    4.35154,   -46.46
Line.LINE347,    4.45966,   -48.06, 6.00542E-011,  -144.87, 4.76672E-010,  -102.34,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 6.00542E-011,    35.13, 4.76672E-010,    77.66,          0,     0.00,    4.45966,   131.94
Line.LINE348,    4.46686,   -48.04, 7.98726E-012,    -4.90, 1.45803E-011,    93.58,          0,     0.00,    4.46686,   -48.04,    4.46686,   131.96, 7.98726E-012,   175.10, 1.45803E-011,   -86.42,          0,     0.00,    4.46686,   131.96
Line.LINE349,    4.46718,   -48.04, 5.31614E-010,    33.66, 9.31323E-010,   -90.00,          0,     0.00,    4.46718,   -48.04,    4.46718,   131.96, 5.31614E-010,  -146.34, 9.31323E-010,    90.00,          0,     0.00,    4.46718,   131.96
Line.LINE350, 1.15257E-009,   -32.88,    4.45979,  -168.31, 9.32033E-010,    87.76,          0,     0.00,    4.45979,  -168.31, 1.15257E-009,   147.12,    4.45979,    11.69, 9.32033E-010,   -92.24,          0,     0.00,    4.45979,    11.69
Line.LINE351,    22.4231,   -47.94,    13.4231,  -168.34,    4.42602,    71.85,          0,     0.00,    15.4992,   -77.88,    22.4231,   132.06,    13.4231,    11.66,    4.42602,  -108.15,          0,     0.00,    15.4992,   102.12
Line.LINE352,    31.3536,   -47.99,    35.7852,  -168.29,    35.4827,    71.84,          0,     0.00,    4.35154,   133.54,    31.3536,   132.01,    35.7852,    11.71,    35.4827,  -108.16,          0,     0.00,    4.35154,   -46.46
Line.LINE353,    4.45966,   -48.06, 4.39948E-010,  -160.68, 7.0588E-010,   -98.30,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 4.39948E-010,    19.32, 7.0588E-010,    81.70,          0,     0.00,    4.45966,   131.94
Line.LINE354,    4.46718,   -48.04, 5.14896E-010,    10.59, 2.34643E-010,   -82.87,          0,     0.00,    4.46718,   -48.04,    4.46718,   131.96, 5.14896E-010,  -169.41, 2.34643E-010,    97.13,          0,     0.00,    4.46718,   131.96
Line.LINE355, 6.07189E-010,   -40.32,    4.45979,  -168.31, 9.31777E-010,    88.21,          0,     0.00,    4.45979,  -168.31, 6.07189E-010,   139.68,    4.45979,    11.69, 9.31777E-010,   -91.79,          0,     0.00,    4.45979,    11.69
Line.LINE356,    22.4231,   -47.94,    13.4231,  -168.34,    4.42602,    71.85,          0,     0.00,    15.4992,   -77.88,    22.4231,   132.06,    13.4231,    11.66,    4.42602,  -108.15,          0,     0.00,    15.4992,   102.12
Line.LINE357,    31.3536,   -47.99,    35.7852,  -168.29,    35.4827,    71.84,          0,     0.00,    4.35154,   133.54,    31.3536,   132.01,    35.7852,    11.71,    35.4827,  -108.16,          0,     0.00,    4.35154,   -46.46
Line.LINE358,    4.45966,   -48.06, 3.29767E-010,    -4.43, 2.39996E-010,  -104.04,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 3.29767E-010,   175.57, 2.39996E-010,    75.96,          0,     0.00,    4.45966,   131.94
Line.LINE359,    4.46718,   -48.04, 4.81899E-010,    12.65, 2.33285E-010,   -86.42,          0,     0.00,    4.46718,   -48.04,    4.46718,   131.96, 4.81899E-010,  -167.35, 2.33285E-010,    93.58,          0,     0.00,    4.46718,   131.96
Line.LINE360, 1.41715E-009,   -43.67,    4.45979,  -168.31, 9.31323E-010,    90.00,          0,     0.00,    4.45979,  -168.31, 1.41715E-009,   136.33,    4.45979,    11.69, 9.31323E-010,   -90.00,          0,     0.00,    4.45979,    11.69
Line.LINE361,    22.4231,   -47.94,    13.4231,  -168.34,    4.42602,    71.85,          0,     0.00,    15.4992,   -77.88,    22.4231,   132.06,    13.4231,    11.66,    4.42602,  -108.15,          0,     0.00,    15.4992,   102.12
Line.LINE362,    31.3536,   -47.99,    35.7852,  -168.29,    35.4827,    71.84,          0,     0.00,    4.35154,   133.54,    31.3536,   132.01,    35.7852,    11.71,    35.4827,  -108.16,          0,     0.00,    4.35154,   -46.46
Line.LINE363,    4.45966,   -48.06, 3.84612E-010,   100.35, 4.79993E-010,  -104.04,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 3.84612E-010,   -79.65, 4.79993E-010,    75.96,          0,     0.00,    4.45966,   131.94
Line.LINE364,    4.46718,   -48.04, 1.32781E-010,     4.71, 4.65889E-010,   -91.79,          0,     0.00,    4.46718,   -48.04,    4.46718,   131.96, 1.32781E-010,  -175.29, 4.65889E-010,    88.21,          0,     0.00,    4.46718,   131.96
Line.LINE365, 1.9847E-010,   107.60,    4.45979,  -168.31, 2.91038E-011,   180.00,          0,     0.00,    4.45979,  -168.31, 1.9847E-010,   -72.40,    4.45979,    11.69, 2.91038E-011,     0.00,          0,     0.00,    4.45979,    11.69
Line.LINE366,    22.4231,   -47.94,    13.4231,  -168.34,    4.42602,    71.85,          0,     0.00,    15.4992,   -77.88,    22.4231,   132.06,    13.4231,    11.66,    4.42602,  -108.15,          0,     0.00,    15.4992,   102.12
Line.LINE367,    31.3536,   -47.99,    35.7852,  -168.29,    35.4827,    71.84,          0,     0.00,    4.35154,   133.54,    31.3536,   132.01,    35.7852,    11.71,    35.4827,  -108.16,          0,     0.00,    4.35154,   -46.46
Line.LINE368,    4.45966,   -48.06, 3.0233E-010,   133.78, 9.31777E-010,   -88.21,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 3.0233E-010,   -46.22, 9.31777E-010,    91.79,          0,     0.00,    4.45966,   131.94
Line.LINE369,    4.46718,   -48.04, 2.1946E-011,    55.98, 2.91038E-011,   180.00,          0,     0.00,    4.46718,   -48.04,    4.46718,   131.96, 2.1946E-011,  -124.02, 2.91038E-011,     0.00,          0,     0.00,    4.46718,   131.96
Line.LINE370, 1.31986E-010,    97.13,    4.45979,  -168.31, 7.00913E-010,    85.24,          0,     0.00,    4.45979,  -168.31, 1.31986E-010,   -82.87,    4.45979,    11.69, 7.00913E-010,   -94.76,          0,     0.00,    4.45979,    11.69
Line.LINE371,    22.4231,   -47.94,    13.4231,  -168.34,    4.42602,    71.85,          0,     0.00,    15.4992,   -77.88,    22.4231,   132.06,    13.4231,    11.66,    4.42602,  -108.15,          0,     0.00,    15.4992,   102.12
Line.LINE372,    31.3536,   -47.99,    35.7852,  -168.29,    35.4827,    71.84,          0,     0.00,    4.35154,   133.54,    31.3536,   132.01,    35.7852,    11.71,    35.4827,  -108.16,          0,     0.00,    4.35154,   -46.46
Line.LINE373,    4.45966,   -48.06, 2.68768E-010,    12.51, 4.65661E-010,   -90.00,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 2.68768E-010,  -167.49, 4.65661E-010,    90.00,          0,     0.00,    4.45966,   131.94
Line.LINE374,    4.46718,   -48.04, 2.90429E-010,  -152.79,          0,     0.00,          0,     0.00,    4.46718,   -48.04,    4.46718,   131.96, 2.90429E-010,    27.21,          0,     0.00,          0,     0.00,    4.46718,   131.96
Line.LINE375, 1.48324E-010,   114.84,    4.45979,  -168.31, 6.99098E-010,    92.39,          0,     0.00,    4.45979,  -168.31, 1.48324E-010,   -65.16,    4.45979,    11.69, 6.99098E-010,   -87.61,          0,     0.00,    4.45979,    11.69
Line.LINE376,    22.4231,   -47.94,    13.4231,  -168.34,    4.42602,    71.85,          0,     0.00,    15.4992,   -77.88,    22.4231,   132.06,    13.4231,    11.66,    4.42602,  -108.15,          0,     0.00,    15.4992,   102.12
Line.LINE377,    31.3536,   -47.99,    35.7852,  -168.29,    31.0518,    71.84,          0,     0.00,    4.50391,  -166.44,    31.3536,   132.01,    35.7852,    11.71,    31.0518,  -108.16,          0,     0.00,    4.50391,    13.56
Line.LINE378, 7.29954E-010,   156.07, 8.67848E-010,  -148.94,    4.43099,    71.85,          0,     0.00,    4.43099,    71.85, 7.29954E-010,   -23.93, 8.67848E-010,    31.06,    4.43099,  -108.15,          0,     0.00,    4.43099,  -108.15
Line.LINE379,    4.45966,   -48.06, 6.26269E-011,   -18.63, 5.83212E-011,    93.58,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 6.26269E-011,   161.37, 5.83212E-011,   -86.42,          0,     0.00,    4.45966,   131.94
Line.LINE380,    4.46718,   -48.04, 3.4125E-012,   -88.09, 5.84629E-011,   -95.36,          0,     0.00,    4.46718,   -48.04,    4.46718,   131.96, 3.4125E-012,    91.91, 5.84629E-011,    84.64,          0,     0.00,    4.46718,   131.96
Line.LINE381, 4.13907E-010,   136.02,    4.45979,  -168.31, 2.34643E-010,   -97.13,          0,     0.00,    4.45979,  -168.31, 4.13907E-010,   -43.98,    4.45979,    11.69, 2.34643E-010,    82.87,          0,     0.00,    4.45979,    11.69
Line.LINE382,    22.4231,   -47.94,    13.4231,  -168.34,    4.42602,    71.85,          0,     0.00,    15.4992,   -77.88,    22.4231,   132.06,    13.4231,    11.66,    4.42602,  -108.15,          0,     0.00,    15.4992,   102.12
Line.LINE383,    31.3536,   -47.99,    35.7852,  -168.29,    31.0518,    71.84,          0,     0.00,    4.50391,  -166.44,    31.3536,   132.01,    35.7852,    11.71,    31.0518,  -108.16,          0,     0.00,    4.50391,    13.56
Line.LINE384, 5.15333E-010,   152.78, 2.45019E-011,  -152.65,    4.43099,    71.85,          0,     0.00,    4.43099,    71.85, 5.15333E-010,   -27.22, 2.45019E-011,    27.35,    4.43099,  -108.15,          0,     0.00,    4.43099,  -108.15
Line.LINE385, 1.79485E-010,   161.54, 8.64263E-010,  -148.47, 2.24614E-010,  -114.90,          0,     0.00, 1.16689E-009,  -149.12, 1.79485E-010,   -18.46, 8.64263E-010,    31.53, 2.24614E-010,    65.10,          0,     0.00, 1.16689E-009,    30.88
Line.LINE386,    4.45966,   -48.06, 8.13874E-012,  -155.22, 1.45519E-011,    90.00,          0,     0.00,    4.45966,   -48.06,    4.45966,   131.94, 8.13874E-012,    24.78, 1.45519E-011,   -90.00,          0,     0.00,    4.45966,   131.94
Line.LINE387,    4.46718,   -48.04, 1.19785E-012,   -41.63, 7.29015E-012,   -93.58,          0,     0.00,    4.46718,   -48.04,    4.46718,   131.96, 1.19785E-012,   138.37, 7.29015E-012,    86.42,          0,     0.00,    4.46718,   131.96
Line.LINE388, 6.31732E-010,   175.04,    4.45979,  -168.31, 2.34643E-010,   -97.13,          0,     0.00,    4.45979,  -168.31, 6.31732E-010,    -4.96,    4.45979,    11.69, 2.34643E-010,    82.87,          0,     0.00,    4.45979,    11.69
Line.LINE389,    22.4231,   -47.94,    13.4231,  -168.34,    4.42602,    71.85,          0,     0.00,    15.4992,   -77.88,    22.4231,   132.06,    13.4231,    11.66,    4.42602,  -108.15,          0,     0.00,    15.4992,   102.12
Line.LINE390,    31.3536,   -47.99,    35.7852,  -168.29,    31.0518,    71.84,          0,     0.00,    4.50391,  -166.44,    31.3536,   132.01,    35.7852,    11.71,    31.0518,  -108.16,          0,     0.00,    4.50391,    13.56
Line.LINE391, 4.92872E-010,   151.57, 2.31518E-011,  -130.87,    4.43099,    71.85,          0,     0.00,    4.43099,    71.85, 4.92872E-010,   -28.43, 2.31518E-011,    49.13,    4.43099,  -108.15,          0,     0.00,    4.43099,  -108.15
Line.LINE392, 2.09149E-010,   165.84, 9.13908E-010,  -149.28, 2.56916E-010,  -110.84,          0,     0.00, 1.26341E-009,  -148.73, 2.09149E-010,   -14.16, 9.13908E-010,    30.72, 2.56916E-010,    69.16,          0,     0.00, 1.26341E-009,    31.27
Line.LINE393, 8.64738E-011,   -22.25,    4.45979,  -168.31, 2.32831E-010,   -90.00,          0,     0.00,    4.45979,  -168.31, 8.64738E-011,   157.75,    4.45979,    11.69, 2.32831E-010,    90.00,          0,     0.00,    4.45979,    11.69
Line.LINE394,    22.4231,   -47.94,    13.4231,  -168.34,    4.42602,    71.85,          0,     0.00,    15.4992,   -77.88,    22.4231,   132.06,    13.4231,    11.66,    4.42602,  -108.15,          0,     0.00,    15.4992,   102.12
Line.LINE395, 1.82618E-009,   149.51, 7.63265E-011,  -103.06,    8.86583,    71.85,          0,     0.00,    8.86583,    71.85, 1.82618E-009,   -30.49, 7.63265E-011,    76.94,    8.86583,  -108.15,          0,     0.00,    8.86583,  -108.15
Line.LINE396,    31.3536,   -47.99,    35.7852,  -168.29,    22.1859,    71.84,          0,     0.00,    11.8689,  -126.98,    31.3536,   132.01,    35.7852,    11.71,    22.1859,  -108.16,          0,     0.00,    11.8689,    53.02
Line.LINE397, 5.31067E-010,   149.77, 4.36012E-011,    73.64,    4.43099,    71.85,          0,     0.00,    4.43099,    71.85, 5.31067E-010,   -30.23, 4.36012E-011,  -106.36,    4.43099,  -108.15,          0,     0.00,    4.43099,  -108.15
Line.LINE398, 1.34488E-010,   144.91, 9.56641E-010,  -147.90, 3.0835E-010,  -109.29,          0,     0.00, 1.25161E-009,  -144.76, 1.34488E-010,   -35.09, 9.56641E-010,    32.10, 3.0835E-010,    70.71,          0,     0.00, 1.25161E-009,    35.24
Line.LINE399, 2.37714E-011,   -73.04,    4.45979,  -168.31, 5.82077E-011,   -90.00,          0,     0.00,    4.45979,  -168.31, 2.37714E-011,   106.96,    4.45979,    11.69, 5.82077E-011,    90.00,          0,     0.00,    4.45979,    11.69
Line.LINE400,    22.4231,   -47.94,    13.4231,  -168.34,    4.42602,    71.85,          0,     0.00,    15.4992,   -77.88,    22.4231,   132.06,    13.4231,    11.66,    4.42602,  -108.15,          0,     0.00,    15.4992,   102.12
Line.LINE401, 1.82386E-009,   151.14, 5.37545E-011,   -93.39,    8.86583,    71.85,          0,     0.00,    8.86583,    71.85, 1.82386E-009,   -28.86, 5.37545E-011,    86.61,    8.86583,  -108.15,          0,     0.00,    8.86583,  -108.15
Line.LINE402,    31.3536,   -47.99,    35.7852,  -168.29,    22.1859,    71.84,          0,     0.00,    11.8689,  -126.98,    31.3536,   132.01,    35.7852,    11.71,    22.1859,  -108.16,          0,     0.00,    11.8689,    53.02
Line.LINE403, 5.55332E-010,   148.61, 5.34536E-011,   158.02,    4.43099,    71.85,          0,     0.00,    4.43099,    71.85, 5.55332E-010,   -31.39, 5.34536E-011,   -21.98,    4.43099,  -108.15,          0,     0.00,    4.43099,  -108.15
Line.LINE404, 1.2344E-010,   -39.32, 1.04084E-009,  -149.20, 3.61828E-010,  -105.15,          0,     0.00, 1.31152E-009,  -132.92, 1.2344E-010,   140.68, 1.04084E-009,    30.80, 3.61828E-010,    74.85,          0,     0.00, 1.31152E-009,    47.08
Line.LINE405, 8.49111E-012,   134.80,    4.45979,  -168.31, 1.45519E-011,   -90.00,          0,     0.00,    4.45979,  -168.31, 8.49111E-012,   -45.20,    4.45979,    11.69, 1.45519E-011,    90.00,          0,     0.00,    4.45979,    11.69
Line.LINE406,    22.4231,   -47.94,    13.4231,  -168.34,    4.42602,    71.85,          0,     0.00,    15.4992,   -77.88,    22.4231,   132.06,    13.4231,    11.66,    4.42602,  -108.15,          0,     0.00,    15.4992,   102.12
Line.LINE407, 1.77063E-009,   151.60, 7.9892E-011,  -164.14,    8.86583,    71.85,          0,     0.00,    8.86583,    71.85, 1.77063E-009,   -28.40, 7.9892E-011,    15.86,    8.86583,  -108.15,          0,     0.00,    8.86583,  -108.15
Line.LINE408,    31.3536,   -47.99,    35.7852,  -168.29,    22.1859,    71.84,          0,     0.00,    11.8689,  -126.98,    31.3536,   132.01,    35.7852,    11.71,    22.1859,  -108.16,          0,     0.00,    11.8689,    53.02
Line.LINE409, 6.65104E-009,   169.92, 7.83218E-009,    18.64, 7.9171E-009,   -90.84,          0,     0.00, 4.31601E-009,   -79.90, 6.65104E-009,   -10.08, 7.83218E-009,  -161.36, 7.9171E-009,    89.16,          0,     0.00, 4.31601E-009,   100.10
Line.LINE410, 1.30768E-010,   113.36, 2.31758E-010,    -1.35,    4.43099,    71.85,          0,     0.00,    4.43099,    71.85, 1.30768E-010,   -66.64, 2.31758E-010,   178.65,    4.43099,  -108.15,          0,     0.00,    4.43099,  -108.15
